ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
413244,[Ishimura] Kyuushuu Yuugou,[いしみそ] 吸収・融合,Kyuushuu Yuugou,japanese,ishimura,,doujinshi,original,,"corruption, absorption, all the way through, stockings, possession, gloves",5,2022-08-01 00:00:54,2022-08-01 07:00:54,2025-03-05 18:13:05
413245,[どろろんコミックス] 初心で麗しく、可憐な美人ピアニストを時間停止してコンサート中に犯したら、大観衆の前でぶっ飛んだだけでなく、超淫乱になっちゃいました…,[どろろんコミックス] 初心で麗しく、可憐な美人ピアニストを時間停止してコンサート中に犯したら、大観衆の前でぶっ飛んだだけでなく、超淫乱になっちゃいました…,初心で麗しく、可憐な美人ピアニストを時間停止してコンサート中に犯したら、大観衆の前でぶっ飛んだだけでなく、超淫乱になっちゃいました…,japanese,,,doujinshi,original,,"time stop, full color, pantyhose, beauty mark",21,2022-08-01 00:02:56,2022-08-01 07:02:56,2025-03-05 18:13:06
413246,[ニワカカミキリヤモドキ (ADU、よろず)] ミリしらコスプレ合同誌～原作は1ミリも知らないけどコスプレさせてみた～ [DL版],[ニワカカミキリヤモドキ (ADU、よろず)] ミリしらコスプレ合同誌～原作は1ミリも知らないけどコスプレさせてみた～ [DL版],ミリしらコスプレ合同誌～原作は1ミリも知らないけどコスプレさせてみた～,japanese,"otoo, naniwadou matatabi, ikue fuji, chiu | kotohara chiu, imo",,doujinshi,"fate grand order, hololive","tomoe gozen, usada pekora",,54,2022-08-01 00:07:25,2022-08-01 07:07:25,2025-03-05 18:13:07
413247,"[Tokishikkurajio[Ansorojī, yoru tori, sha yu bi, hayashi no, azā (hoka), Umishima]] Sono-te ni hoshi o,-kan ni netsu o[Sample]][ fate grand order )sa mple",,] Sonokan ni netsu o][ fate grand order )sa mple,japanese,,,doujinshi,,,defaced,6,2022-08-01 00:08:03,2022-08-01 07:08:03,2025-03-05 18:13:07
413248,B-BOY Zips 33 べたぼれ特集,B-BOY Zips 33 べたぼれ特集,B-BOY Zips 33 べたぼれ特集,japanese,"nitta youka, hashida yukari, higashizato kirico, toyama mako, matsumoto temari, fuzuki atsuyo",,manga,,,"anthology, males only, yaoi",144,2022-08-01 00:21:07,2022-08-01 07:21:07,2025-03-05 18:13:08
413249,BE・BOY GOLD 2010-02,BE・BOY GOLD 2010年02月号,BE・BOY GOLD 2010-02,japanese,,,manga,,,yaoi,464,2022-08-01 01:00:14,2022-08-01 08:00:14,2025-03-05 18:13:09
413250,Cool-B Vol.23 2009-01,Cool-B Vol.23 2009年01月号,Cool01,japanese,,,manga,,,"yaoi, artbook",126,2022-08-01 01:14:11,2022-08-01 08:14:11,2025-03-05 18:13:10
413251,[Sereiteru] Ninshiki Sogai Apuri Wo Tsukatte JK Wo Okashite Mita | Using An Awareness Blocking App To Rape High School Girls 19 [English] [Solas],[せれいてる] 認識阻害アプリを使ってJKを犯してみた19 [英訳],Ninshiki Sogai Apuri Wo Tsukatte JK Wo Okashite Mita | Using An Awareness Blocking App To Rape High School Girls 19,"english, translated",serei teru,,doujinshi,original,,"nakadashi, full color, stockings, rape, dilf, blowjob, stomach deformation, deepthroat, sole female, sole male, twintails, cumflation",6,2022-08-01 01:15:02,2022-08-01 08:15:02,2025-03-05 18:13:11
413252,(SC34) [Harimaya (Ouma Bunshichirou)] Shunkashuutou 10 (Ragnarok Online) [English],(サンクリ34) [播磨屋 (逢摩文七郎)] 春夏秋冬10 (ラグナロクオンライン) [英訳],Shunkashuutou 10,"english, translated",ouma bunshichirou,harimaya,doujinshi,ragnarok online,,"cunnilingus, hairy, rimjob, sole female, sole male",18,2022-08-01 01:16:44,2022-08-01 08:16:44,2025-03-05 18:13:12
413253,[ERBS (Toppogi)] Fetishist Ch. 7,[ERBS (トッポギ)] ふぇちすと 第7話,Fetishist Ch. 7,japanese,toppogi,erbs,doujinshi,original,,"farting, females only, schoolgirl uniform, ryona, femdom, yuri, multi-work series, wrestling, smell, catfight",16,2022-08-01 01:18:25,2022-08-01 08:18:25,2025-03-05 18:13:13
413254,[ERBS (Toppogi)] Fetishist Ch. 8,[ERBS (トッポギ)] ふぇちすと 第8話,Fetishist Ch. 8,japanese,toppogi,erbs,doujinshi,original,,"swimsuit, farting, females only, ryona, femdom, yuri, multi-work series, wrestling, smell, catfight, twintails",16,2022-08-01 01:20:06,2022-08-01 08:20:06,2025-03-05 18:13:13
413255,[Teterun] Super Cock Futanari Gray Sue Invasion [English] [Part 1-8],,Super Cock Futanari Gray Sue Invasion,"english, translated",teterun,,doujinshi,original,,"futanari, big breasts, swimsuit, urethra insertion, big ass, balls expansion, ahegao, bikini, big balls, huge penis, tall girl, big penis, dick growth, dickgirl on dickgirl, dickgirls only, twintails, hair buns, rough translation",50,2022-08-01 01:25:24,2022-08-01 08:25:24,2025-03-05 18:13:14
413256,"[Hanasakikatacha] Oh, um, if you don't mind, why don't you take a look at this 3P E T manga",[花咲方茶] あ、あの～よければ3PのえＴ漫画見てみませんか,"Oh, um, if you don't mind, why don't you take a look at this 3P E T manga","english, translated",hanasaka houcha,,doujinshi,,,"big breasts, blowjob, beauty mark",4,2022-08-01 01:25:55,2022-08-01 08:25:55,2025-03-05 18:13:14
