ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
206470,COMIC Magnum X Vol. 12,COMIC マグナムX Vol.12,COMIC Magnum X Vol. 12,japanese,"nanase makoto, mitarai yuuki, gedoushu, taki re-ki, jeanne dack, onikubo hirohisa, kuroharuto",,manga,,,"milf, scat, big breasts, gag, group, anthology, anal, sex toys, bondage, crossdressing, lolicon, double penetration, stockings, rape, muscle, shotacon, shibari, bald",91,2017-09-01 00:07:17,2017-09-01 07:07:17,2025-03-02 17:00:53
206471,COMIC Magnum Vol. 60,コミックマグナム Vol.60,COMIC Magnum Vol. 60,japanese,"endou tatsumi, kokeshi men, john k. pe-ta, chuuka naruto, kogaino, nao takami, fujiyoshi, bai asuka",,manga,,,"milf, sweating, big breasts, swimsuit, piercing, spanking, group, glasses, anthology, ffm threesome, bondage, dark skin, lactation, stockings, pantyhose, leotard, dilf, inverted nipples, bbm, shotacon, shibari, bald",164,2017-09-01 01:20:49,2017-09-01 08:20:49,2025-03-02 17:00:54
206472,COMIC Magnum Vol. 61,コミックマグナム Vol.61,COMIC Magnum Vol. 61,japanese,"koaya aco, hatakeyama tohya, chuuka naruto, jacky knee-san, yokoyama michiru, nao takami, u-jin, kaneyama shin, bai asuka, kuromaimai",,manga,,,"milf, big breasts, piercing, group, glasses, schoolgirl uniform, anthology, ahegao, anal, ffm threesome, femdom, mother, exhibitionism, incest, double penetration, stockings, dilf, bbm, fisting, bald",208,2017-09-01 01:32:02,2017-09-01 08:32:02,2025-03-02 17:00:55
206473,"[Maeshima Ryou] LLOLL -Little Lips of Lovely Lolita- [English] [NanatsuYoru, Facedesk, Mistvern, desudesu, 5 a.m.]",[前島龍] LLOLL -Little Lips of Lovely Lolita- メロンブックス特典付き [英訳],LLOLL,"english, translated",maeshima ryou,,manga,,,"cum swap, business suit, futanari, virginity, big breasts, onahole, mmf threesome, compilation, armpit sex, group, glasses, public use, story arc, cervix penetration, schoolgirl uniform, prostitution, nakadashi, ahegao, anal, sex toys, ffm threesome, lolicon, yuri, x-ray, defloration, double penetration, tankoubon, stockings, pantyhose, drunk, small breasts, teacher, dilf, blowjob, big penis, dick growth, randoseru, dickgirl on dickgirl, bisexual",228,2017-09-01 02:58:58,2017-09-01 09:58:58,2025-03-02 17:00:56
206474,COMIC Magnum Vol. 62,コミックマグナム Vol.62,COMIC Magnum Vol. 62,japanese,"takasugi kou, john k. pe-ta, chuuka naruto, yokoyama michiru, masa-nii, okumori boy, bai asuka, kawazuko chouji, okuni yoshinobu",,manga,,,"milf, big breasts, old man, garter belt, pegging, piercing, pregnant, group, glasses, schoolgirl uniform, anthology, nakadashi, anal, sex toys, ffm threesome, crossdressing, mother, kimono, incest, lactation, stockings, cowgirl, dilf, tomgirl, impregnation, collar, bbm, shotacon, bald",206,2017-09-01 03:10:02,2017-09-01 10:10:02,2025-03-02 17:00:57
206475,COMIC Magnum Vol. 63,コミックマグナム Vol.63,COMIC Magnum Vol. 63,japanese,"clone ningen, hatakeyama tohya, psycho, kogaino, yokoyama michiru, nao takami, u-jin, bai asuka",,manga,,,"milf, big breasts, glasses, schoolgirl uniform, anthology, stockings, dilf, collar, shotacon",200,2017-09-01 04:21:59,2017-09-01 11:21:59,2025-03-02 17:00:58
206476,[Okumori Boy] Mainichi ga Sounyuubi [Chinese],[奥森ボウイ] 毎日が挿入日 [中国翻訳],Mainichi ga Sounyuubi,"translated, chinese",okumori boy,,manga,,,"maid, big breasts, schoolgirl uniform, tankoubon, stockings",198,2017-09-01 04:33:18,2017-09-01 11:33:18,2025-03-02 17:00:59
206477,(C87)  [Takane no Hanazono (Takane Nohana)] Jyuukan Live! | Beastiality Live!  (Love Live!)  [English] [EHCOVE],(C87) [たかねの花園 (たかねのはな)] ジュウカンライブ! (ラブライブ!) [英訳],Jyuukan Live! | Beastiality Live!,"english, translated",takane nohana,takane no hanazono,doujinshi,love live,"nico yazawa, nozomi tojo","big breasts, bestiality, nakadashi, bondage, horse, x-ray, defloration, inflation, drugs, pig, chloroform, stockings, small breasts, filming, mind break, rape, stomach deformation",27,2017-09-01 04:42:00,2017-09-01 11:42:00,2025-03-02 17:00:59
206478,COMIC Magnum Vol. 64,コミックマグナム Vol.64,COMIC Magnum Vol. 64,japanese,"takasugi kou, john k. pe-ta, chuuka naruto, yokoyama michiru, awaji himeji, guglielmo, teterun, bai asuka, kawazuko chouji",,manga,,,"business suit, milf, big breasts, old man, piercing, group, glasses, anthology, anal, exhibitionism, stockings, dilf, collar, bbm, stomach deformation, fisting, chikan, bald",192,2017-09-01 04:52:03,2017-09-01 11:52:03,2025-03-02 17:01:00
206479,COMIC Magnum Vol. 65,コミックマグナム Vol.65,COMIC Magnum Vol. 65,japanese,"nanase makoto, hatakeyama tohya, psycho, chuuka naruto, yokoyama michiru, nao takami, u-jin, bai asuka, kuroharuto",,manga,,,"milf, big breasts, old man, group, schoolgirl uniform, anthology, bestiality, low bestiality, stockings, dilf, bbm, bald",204,2017-09-01 05:47:11,2017-09-01 12:47:11,2025-03-02 17:01:01
