ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
444067,(C100) [Wasanbon (wa)] WASANBON Vol. 19 (Kantai Collection -KanColle-),(C100) [わさんぼん (wa)] WASANBON vol.19 (艦隊これくしょん -艦これ-),WASANBON Vol. 19,japanese,wa,wasanbon,doujinshi,kantai collection,"houshou, akagi, hiryuu, kaga","full censorship, full color, bunny girl, inverted nipples",20,2023-03-01 00:02:08,2023-03-01 07:02:08,2025-03-06 01:55:09
444068,[Wushui] Bin Lian City Stories Chapter 3: Corrupted Forensic,濱蓮市第三章：墮落法醫,Bin Lian City Stories Chapter 3: Corrupted Forensic,chinese,wushui,,doujinshi,original,,"big breasts, vomit, snuff, nakadashi, ghost, footjob, multi-work series, necrophilia, stockings, guro, rape",33,2023-03-01 00:05:04,2023-03-01 07:05:04,2025-03-06 01:55:10
444069,(C87) [Yuzu Cha (Yuzuki Yuno)] Himitsu no Nyuukyo Dock (The Secreet Dock) (Kantai Collection -KanColle-) [English],(C87) [ゆず茶 (柚木ゆの)] ひみつの入渠ドック (艦隊これくしょん -艦これ-) [英訳],Himitsu no Nyuukyo Dock,"english, translated",yuzuki yuno,yuzucha,doujinshi,kantai collection,"kumano, suzuya","females only, yuri, stockings, fingering, tribadism, rough grammar, rough translation",25,2023-03-01 00:07:51,2023-03-01 07:07:51,2025-03-06 01:55:10
444070,[Fuyuno Mikan] Atarashiku Dekita Ore no Imouto ga Maiban Yobai Shite Kuru (COMIC LO 2023-02) [Chinese] [一匙咖啡豆汉化组] [Digital],[冬野みかん] 新しくできた俺の妹が毎晩夜這いしてくる (COMIC LO 2023年2月号) [中国翻訳] [DL版],Atarashiku Dekita Ore no Imouto ga Maiban Yobai Shite Kuru,"translated, chinese",fuyuno mikan,,manga,,,"inseki, lolicon, incest, mosaic censorship, sister, sole female, sole male",26,2023-03-01 00:13:16,2023-03-01 07:13:16,2025-03-06 01:55:11
444071,[Pacoz (Awa)] Moro Kan Chikubi DeliHeal DK [Chinese] [Digital],[パコズ (アワ)] もろ感乳首 デリヘルDK [中国翻訳] [DL版],Moro Kan Chikubi DeliHeal DK,"translated, chinese",awa,pacoz,doujinshi,original,,"leg lock, prostate massage, nakadashi, anal, x-ray, males only, yaoi, mesuiki, anal intercourse, nipple stimulation",33,2023-03-01 00:15:56,2023-03-01 07:15:56,2025-03-06 01:55:12
444072,[Zonda] Fellatio Kenkyuubu Ch.4 (COMIC Mugen Tensei 2022-06) [Chinese] [无修至上主义重嵌] [Colorized] [Decensored] [Digital],[ぞんだ] フェラチオ研究部 第4話 (COMIC 夢幻転生 2022年6月号) [中国翻訳] [カラー化] [無修正] [DL版],Fellatio Kenkyuubu Ch.4,"translated, chinese",zonda,,manga,,,"milf, big breasts, group, glasses, uncensored, ffm threesome, femdom, mother, full color, incest, pantyhose, paizuri, teacher, blowjob, sole male, bisexual, beauty mark",33,2023-03-01 00:18:59,2023-03-01 07:18:59,2025-03-06 01:55:12
444073,COMIC LO 2023-04 [Digital],COMIC LO 2023年4月号 [DL版],COMIC LO 2023-04,japanese,"ponsuke, yawaraka midori, chiguchi miri, fujisaka lyric, hiyori mizuki, eb110ss, shishi senmaru, kurebayashi asami, kyaradain, kawayoi, hapirorina",,manga,,,"group, glasses, anthology, nakadashi, ffm threesome, harem, lolicon, incest, stockings, mosaic censorship, sister, dilf, daughter, inverted nipples, randoseru, bbm",292,2023-03-01 01:25:13,2023-03-01 08:25:13,2025-03-06 01:55:13
444074,[Hotate-chan] Sakekasu Rinjin Onee-San | Drunkard Neighbour Onee-san [English],[ほたてちゃん] 酒カス隣人お姉さん [英訳],Sakekasu Rinjin Oneesan,"english, translated",hotate-chan,,doujinshi,original,,"unusual teeth, big breasts, nakadashi, hairy, drunk, smell, sole female, sole male",8,2023-03-01 01:26:22,2023-03-01 08:26:22,2025-03-06 01:55:14
444075,(C95) [Kiro (Gouma)] SWEET SEVEN DAYS (Fate/Grand Order) [English] [The Blavatsky Project],(C95) [帰路 (郷間)] SWEET SEVEN DAYS (Fate/Grand Order) [英訳],SWEET SEVEN DAYS,"english, translated",gouma,kiro,doujinshi,fate grand order,"gilgamesh, gudako","nakadashi, sole female, sole male",30,2023-03-01 01:29:46,2023-03-01 08:29:46,2025-03-06 01:55:15
444076,(C101) [Kanten Jigenryuu (Kanten)] Motteke!! W BUNNY (Senki Zesshou Symphogear) [Chinese],(C101) [寒天示現流 (寒天)] もってけ!! W BUNNY (戦姫絶唱シンフォギア) [中国翻訳],Motteke!! W BUNNY,"translated, chinese",kanten,kanten jigenryuu,doujinshi,senki zesshou symphogear,"chris yukine, maria cadenzavna eve","big breasts, group, anal, ffm threesome, bunny girl, stockings, paizuri, sole male, anal intercourse, extraneous ads",33,2023-03-01 01:32:47,2023-03-01 08:32:47,2025-03-06 01:55:16
