ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
245016,[Crimson] Shin Taimashi Kaguya 2,[クリムゾン] 新退魔士カグヤ2,Shin Taimashi Kaguya 2,japanese,crimson,crimson,doujinshi,original,,"gag, sex toys, bondage, multi-work series, dilf, bbm, sole female, sole male, bald",60,2018-09-01 02:03:01,2018-09-01 09:03:01,2025-03-03 11:06:54
245017,[Tairame] Hatsukoi Engage,[タイラメ] 初恋エンゲージ + 4Pリーフレット,Hatsukoi Engage,japanese,tairame,,manga,,,"group, schoolgirl uniform, ffm threesome, crossdressing, tracksuit, footjob, bike shorts, tankoubon, stockings, pantyhose, paizuri",231,2018-09-01 02:14:53,2018-09-01 09:14:53,2025-03-03 18:26:04
245018,[Jairou] Gakuen Rankou,[ジャイロウ] 学園乱交,Gakuen Rankou,japanese,jairou,,manga,,,"squirting, big breasts, triple penetration, unusual pupils, mmf threesome, group, glasses, story arc, masturbation, schoolgirl uniform, double vaginal, nakadashi, ahegao, freckles, anal, sex toys, lolicon, exhibitionism, double penetration, tankoubon, lingerie, filming, tomgirl, inverted nipples, blowjob, muscle, collar, shotacon, bald",200,2018-09-01 02:54:18,2018-09-01 09:54:18,2025-03-03 18:26:05
245019,[Root 12-hedron (Landolt Tamaki)] Orekko Futa o Ijiru Hon 2 [Digital],[ルート十二面体 (ランドルトたまき)] オレっ娘ふたをイジる本2 [DL版],Orekko Futa o Ijiru Hon 2,japanese,landolt tamaki,root 12-hedron,doujinshi,,,"futanari, swimsuit, masturbation, sex toys, demon girl, cosplaying, full color, cowgirl, leotard, christmas, catgirl, sole dickgirl",20,2018-09-01 02:55:21,2018-09-01 09:55:21,2025-03-03 11:06:55
245020,[Root 12-hedron (Landolt Tamaki)] Orekko Futa o Ijiru Hon 3 [Digital],[ルート十二面体 (ランドルトたまき)] オレっ娘ふたをイジる本3 [DL版],Orekko Futa o Ijiru Hon 3,japanese,landolt tamaki,root 12-hedron,doujinshi,original,,"maid, futanari, nakadashi, full color, mosaic censorship, blowjob",40,2018-09-01 02:56:59,2018-09-01 09:56:59,2025-03-03 11:06:55
245021,(C94) [Nejimaki Kougen (Kirisawa Tokito)] Kyokou Guuzou 2 (THE IDOLM@STER CINDERELLA GIRLS),(C94) [ねじまきこうげん (きりさわときと)] 虚構偶像2 (アイドルマスター シンデレラガールズ),Kyokou Guuzou 2,japanese,kirisawa tokito,nejimaki kougen,doujinshi,the idolmaster,"fumika sagisawa, arisu tachibana","birth, pregnant, group, lolicon, multi-work series, prolapse, lactation, dilf",26,2018-09-01 03:02:25,2018-09-01 10:02:25,2025-03-03 18:26:05
245022,(C94) [Mesuman Teikoku (Kosuke)] DAVINCI-N-CODE (Fate/Grand Order),(C94) [メスマン帝国 (交介)] DAVINCI-N-CODE (Fate/Grand Order),DAVINCICODE,japanese,kousuke,mesuman teikoku,doujinshi,fate grand order,"leonardo da vinci, alexander","futanari, big breasts, autopaizuri, replaced, stockings, blowjob, shotacon, autofellatio, sole male, male on dickgirl, sole dickgirl",24,2018-09-01 03:07:01,2018-09-01 10:07:01,2025-03-03 11:06:55
245023,[Mofumofuen (Sorairo Len)] Kekkon Ishou de Shinkon Shoya | First Night in the Wedding Dress (Azur Lane) [English] {Kemonomimi Saikou},[もふもふ苑 (空色れん)] 結婚衣装で新婚初夜 (アズールレーン) [英訳],Kekkon Ishou de Shinkon Shoya | First Night in the Wedding Dress,"english, translated",sorairo len,mofumofuen,doujinshi,azur lane,nagato,"nakadashi, lolicon, x-ray, fox girl, sole female, sole male, kemonomimi",23,2018-09-01 03:11:23,2018-09-01 10:11:23,2025-03-03 11:06:55
245024,(C94) [14 (Dekochin Hammer)] Best Friend Sex 2 (Gochuumon wa Usagi desu ka?),(C94) [14 (でこちんハンマー)] ベストフレンドセックス2 (ご注文はうさぎですか?),Best Friend Sex 2,japanese,dekochin hammer,,doujinshi,gochuumon wa usagi desu ka,"chiya ujimatsu, sharo kirima","futanari, leg lock, swimsuit, nakadashi, impregnation, sole female, sole dickgirl",22,2018-09-01 03:12:18,2018-09-01 10:12:18,2025-03-03 11:06:55
245026,[San Sheng Wan] A Rebel's Journey:  Chang'e [Chinese]  (Ongoing),[三生万] 嫦娥造反记 (连载中),A Rebel's Journey:  Chang'e,chinese,san sheng wan,,manga,,,"maid, big breasts, mmf threesome, group, sex toys, ffm threesome, bondage, harem, monster, exhibitionism, full color, pantyhose, lingerie, rape, tentacles, slave",118,2018-09-01 03:18:01,2018-09-01 10:18:01,2025-03-03 18:26:07
