ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
180403,(C90) [hlz (Sanom)] Mahou Shoujo no Kaki Kyuuka (Fate/kaleid liner Prisma Illya),(C90) [hlz (鎖ノム)] 魔法少女の夏期休暇 (Fate/kaleid liner プリズマ☆イリヤ),Mahou Shoujo no Kaki Kyuuka,japanese,sanom,hlz,doujinshi,fate kaleid liner prisma illya,"miyu edelfelt, illyasviel von einzbern","swimsuit, bikini, lolicon, yuri, tribadism",17,2016-12-01 00:01:48,2016-12-01 07:01:48,2025-03-02 11:08:09
180404,(C90) [RUBBISH Senbetsutai (Namonashi)] RE EX JS Enkou Delivery Priya (Fate/kaleid liner Prisma Illya),(C90) [RUBBISH選別隊 (無望菜志)] RE_EX JS円光デリバリー ぷり屋 (Fate/kaleid liner プリズマ☆イリヤ),RE EX JS Enkou Delivery Priya,japanese,namonashi,rubbish selecting squad,doujinshi,fate kaleid liner prisma illya,"miyu edelfelt, illyasviel von einzbern","pregnant, group, ffm threesome, dark skin, lolicon, defloration, impregnation, bbm, sole male",50,2016-12-01 01:13:36,2016-12-01 08:13:36,2025-03-02 11:08:10
180405,"(C90) [Danna (Danna)] Totsuzen desu ga, Ofuroba ni Zenra no Onii-chan ga Chinnyuu Shite kimashita (Fate/kaleid liner Prisma Illya)",(C90) [ダンナ (ダンナ)] 突然ですが、お風呂場に全裸のお兄ちゃんが闖入してきました (Fate/kaleid liner プリズマ☆イリヤ),"Totsuzen desu ga, Ofuroba ni Zenra no Onii-chan ga Chinnyuu Shite kimashita",japanese,danna,danna,doujinshi,fate kaleid liner prisma illya,"miyu edelfelt, illyasviel von einzbern, shirou emiya, kuro von einzbern","nakadashi, dark skin, lolicon, x-ray, defloration, full color, small breasts, mosaic censorship",16,2016-12-01 01:18:39,2016-12-01 08:18:39,2025-03-02 11:08:11
180406,[BLACKRAINBOW] [Full Color Seijin Han] Saimin Gakuen Daiichikan Complete Ban [Digital],[BLACKRAINBOW] 【フルカラー成人版】 催眠学園 第一巻 Complete版 [DL版],Saimin Gakuen Daiichikan Complete Ban,japanese,,blackrainbow,manga,,,"schoolboy uniform, glasses, schoolgirl uniform, mind control, full color, mosaic censorship",116,2016-12-01 01:24:54,2016-12-01 08:24:54,2025-03-02 11:08:12
180407,[BLACKRAINBOW] [Full Color Seijin Han] Saimin Gakuen Dainikan Complete Ban [Digital],[BLACKRAINBOW] 【フルカラー成人版】 催眠学園 第二巻 Complete版 [DL版],Saimin Gakuen Dainikan Complete Ban,japanese,,blackrainbow,manga,,,"schoolboy uniform, group, glasses, schoolgirl uniform, mind control, full color, mosaic censorship",109,2016-12-01 01:31:38,2016-12-01 08:31:38,2025-03-02 11:08:12
180408,[Will] [Full Color Seijin Han] Onna Kyoushi Yumi no Houkago Zenpen Complete Ban [Digital],[ウィル] 【フルカラー成人版】 女教師 裕美の放課後 前編 Complete版 [DL版],Onna Kyoushi Yumi no Houkago Zenpen Complete Ban,japanese,,,manga,,,"schoolboy uniform, bondage, full color, mosaic censorship, teacher, dilf, bbm",126,2016-12-01 01:39:35,2016-12-01 08:39:35,2025-03-02 11:08:13
180409,[Will] [Full Color Seijin Han] Onna Kyoushi Yumi no Houkago Kouhen Complete Ban [Digital],[ウィル] 【フルカラー成人版】 女教師 裕美の放課後 後編 Complete版 [DL版],Onna Kyoushi Yumi no Houkago Kouhen Complete Ban,japanese,,,manga,,,"gag, schoolboy uniform, group, bondage, full color, mosaic censorship, teacher, dilf",122,2016-12-01 01:46:22,2016-12-01 08:46:22,2025-03-02 11:08:14
180410,[Kururi Active] [Full Color Seijin Han] DISCIPLINE Daigoshou Complete Ban [Digital],[くるりアクティブ] 【フルカラー成人版】 DISCIPLINE 第五章 Complete版 [DL版],DISCIPLINE Daigoshou Complete Ban,japanese,,,manga,discipline,,"big breasts, glasses, full color, stockings, mosaic censorship",127,2016-12-01 01:53:10,2016-12-01 08:53:10,2025-03-02 11:08:15
180411,(C90) [ARCHANGEL (Ayanokouji Haruka)] The Gilgamesh Night (Fate/kaleid liner Prisma Illya),(C90) [ARCHANGEL (綾小路はるか)] The Gilgamesh Night (Fate/kaleid liner プリズマ☆イリヤ),The Gilgamesh Night,japanese,ayanokouji haruka,archangel,doujinshi,fate kaleid liner prisma illya,"illyasviel von einzbern, gilgamesh, kuro von einzbern","strap-on, anal, dark skin, lolicon, yuri",29,2016-12-01 01:55:06,2016-12-01 08:55:06,2025-03-02 11:08:16
180412,[Katayama Yuujin] Tsugai Asobi [Digital],[カタヤマユウジン] つがいあそび [DL版],Tsugai Asobi,japanese,katayama yuujin,,manga,,,"story arc, dog, bestiality, defloration",61,2016-12-01 02:12:38,2016-12-01 09:12:38,2025-03-02 11:08:16
