ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
357141,開發性味蕾 1-22,,開發性味蕾 1-22,chinese,,,manga,,,webtoon,140,2021-05-01 00:12:08,2021-05-01 07:12:08,2025-03-05 01:39:19
357143,垃圾男 1-41,,垃圾男 1-41,chinese,,,manga,,,webtoon,82,2021-05-01 00:22:58,2021-05-01 07:22:58,2025-03-05 01:39:21
357144,無法停止的甜蜜關係 1-56,,無法停止的甜蜜關係 1-56,chinese,,,manga,,,webtoon,126,2021-05-01 00:39:19,2021-05-01 07:39:19,2025-03-05 01:39:22
357145,[In The Sky (Nakano Sora)] SISUANA - sister hole 4 [Digital],[In The Sky (中乃空)] シスアナ4 [DL版],SISUANA - sister hole 4,japanese,nakano sora,in the sky,doujinshi,original,,"cum swap, handjob, big breasts, cunnilingus, group, glasses, schoolgirl uniform, breast feeding, nakadashi, ahegao, anal, sex toys, ffm threesome, x-ray, multi-work series, incest, stockings, pantyhose, rimjob, sumata, mosaic censorship, sister, blowjob, yandere, sole male, bisexual, ponytail, twintails",49,2021-05-01 00:43:40,2021-05-01 07:43:40,2025-03-05 01:39:22
357147,[Syoukaki] FAL Ecchi Manga (Girls' Frontline),[消火器] FALえっちまんが (少女前線),FAL Ecchi Manga,japanese,syoukaki,,doujinshi,girls frontline,fal,"sweating, big breasts, nakadashi, stockings, sole female, sole male, ponytail",4,2021-05-01 00:49:08,2021-05-01 07:49:08,2025-03-05 01:39:24
357148,[Reiwa no Kumaya-san (Tori)] Houkago AV Kaiga Kyoushitsu [Kouhen] [Digital],[令和のくま屋さん (とり)] 放課後AV絵画教室[後編] [DL版],Houkago AV Kaiga Kyoushitsu,japanese,tori,reiwa no kumaya-san,doujinshi,original,,"anal, multi-work series, males only, yaoi, tomgirl, shotacon, eye-covering bang",30,2021-05-01 04:08:20,2021-05-01 11:08:20,2025-03-05 01:39:24
357149,(Sennen Balttle Phase 18) [To NO-mura (Midorisato)] Niku no saya (Yu-Gi-Oh! ARC-V),(千年☆バトル フェイズ18) [遠NO村 (緑里)] 肉の鞘 (遊☆戯☆王ARC-V),Niku no saya,japanese,,,doujinshi,yu-gi-oh arc-v,"yuuto, shun kurosaki","anal, males only, yaoi, blowjob, collar",30,2021-05-01 04:11:36,2021-05-01 11:11:36,2025-03-05 01:39:25
357150,"[AXZ (Yama no Kami, Chita Arihiro)] BJY2 (Azur Lane)","[AXZ (やまのかみ, 知多有洋)] BJY2 (アズールレーン)",BJY2,japanese,chita arihiro,axz,doujinshi,azur lane,bremerton,"big breasts, nakadashi, x-ray, cheerleader, mosaic censorship, blowjob, sole female, sole male, twintails",15,2021-05-01 04:13:13,2021-05-01 11:13:13,2025-03-05 01:39:26
357151,教師體罰 1-30,,教師體罰 1-30,chinese,,,manga,,,webtoon,151,2021-05-01 04:40:16,2021-05-01 11:40:16,2025-03-05 01:39:26
357152,按摩妹女友 1-20,,按摩妹女友 1-20,chinese,,,manga,,,webtoon,127,2021-05-01 04:58:41,2021-05-01 11:58:41,2025-03-05 01:39:27
357153,校園LIVE秀 1-68,,校園LIVE秀 1-68,chinese,,,manga,,,webtoon,402,2021-05-01 06:02:43,2021-05-01 13:02:43,2025-03-05 01:39:28
357154,[Anthology] Shounen Ai no Bigaku 9 The Bokura no Undoukai,[アンソロジー] 少年愛の美学9THEぼくらの運動会,Shounen Ai no Bigaku 9 The Bokura no Undoukai,japanese,"morota shigetaka, inumaru, inaba cozy, yokoyama chicha, hoshiai hilo, tsuduki mayoi, sakamoto hayato, yamano kitsune, po-ju, dohi kensuke, sasorigatame, mitsui jun, ebi chiriko, nicoco, karma tatsurou, tsumugi kyuuta, tanuma yuuichirou, aranaga hikaru, hindenburg",,manga,,,"swimsuit, glasses, anthology, anal, males only, tanlines, yaoi, tomgirl, blowjob, shotacon",250,2021-05-01 06:57:50,2021-05-01 13:57:50,2025-03-05 01:39:28
357156,親愛的大叔 1-50,,親愛的大叔 1-50,chinese,,,manga,,,webtoon,233,2021-05-01 07:32:42,2021-05-01 14:32:42,2025-03-05 01:39:30
357157,[Multi-Type (pasdar)] Houkago no Osasoi,[Multi-Type (pasdar)] 放課後のお誘い,Houkago no Osasoi,japanese,pasdar,multi-type,doujinshi,original,,"schoolgirl uniform, full color, sole female, sole male",14,2021-05-01 07:34:32,2021-05-01 14:34:32,2025-03-05 01:39:30
357158,(AC2) [AquaDrop (Mikami Mika)] Oiwai Sex 3 ~Onii-chan 20-sai no Hi~ | Celebration Sex 3 ~Onii-chan's 20th Birthday~ [English] {Doujins.com},(AC2) [アクアドロップ (三上ミカ)] おいわいせっくす 3 ~お兄ちゃん20歳の日~ [英訳],Oiwai Sex 3| Celebration Sex 3,"english, translated",mikami mika,aquadrop,doujinshi,original,,"condom, multi-work series, incest, sister, sole female, sole male",14,2021-05-01 07:35:55,2021-05-01 14:35:55,2025-03-05 01:39:31
