ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
517280,COMIC Kuriberon DUMA 2024-07 Vol.62,COMIC クリベロン DUMA 2024年7月号 Vol.62,COMIC Kuriberon DUMA 2024-07 Vol.62,japanese,"emori uki, kurogane satsuki | kurogane maki, announ, shiono kou, suzuoka chitose, paio, taba, pororivista",,manga,,,"milf, big breasts, mmf threesome, group, anthology, nakadashi, anal, ffm threesome, harem, hairy, double penetration, mosaic censorship, blowjob, anal intercourse",294,2024-07-01 00:07:23,2024-07-01 07:07:23,2025-03-06 17:30:16
517282,[Anthology] Towako Oboro Emaki 15,[アンソロジー] 永遠娘 朧絵巻 15,Towako Oboro Emaki 15,japanese,"yumano yuuki, marui maru, haruharu haruto, nyamal, suzan",,manga,,,"swimsuit, glasses, anthology, bikini, lolicon, oppai loli, mosaic censorship, fox girl, kemonomimi",161,2024-07-01 00:40:24,2024-07-01 07:40:24,2025-03-06 17:30:18
517283,[pino]金稼ぎする冥冥 まとめ,,金稼ぎする冥冥 まとめ,japanese,pino,,doujinshi,original,,"sole male, ponytail, focus blowjob",12,2024-07-01 00:41:35,2024-07-01 07:41:35,2025-03-06 17:30:18
517284,COMIC LO 2024-08 [Digital],COMIC LO 2024年8月号 [DL版],COMIC LO 2024-08,japanese,"onizuka naoshi, oosawa ofuda, kudou hisashi, mamezou, atage, maeshima ryou, minasuki popuri, gengorou, eb110ss, kinomoto anzu, sabaku, umehisa, wada wau, kurebayashi asami, hamayarawan, oekaki ojisan, tearontaron, yoshiki-chan, deco",,manga,,,"maid, inseki, kissing, leg lock, pregnant, unusual pupils, bbw, group, glasses, schoolgirl uniform, anthology, condom, nakadashi, anal, tights, sex toys, ffm threesome, hairy, lolicon, defloration, incest, pantyhose, oppai loli, bukkake, mosaic censorship, rape, leotard, sister, dilf, impregnation, randoseru, shotacon, twintails, thick eyebrows, multimouth blowjob, anal intercourse, nipple stimulation",484,2024-07-01 02:21:57,2024-07-01 09:21:57,2025-03-06 17:30:19
517286,[Hororo (Ritsu)] Meguri (Gintama) [Digital],[ほろろ (りつ)] 巡 (銀魂) [DL版],Meguri,japanese,ritsu,hororo,doujinshi,gintama,"shinsuke takasugi, gintoki sakata","males only, yaoi",46,2024-07-01 02:25:49,2024-07-01 09:25:49,2025-03-06 17:30:21
517287,COMIC Shingeki 2024-08 [Digital],COMIC 真激 2024年8月号 [DL版],COMIC Shingeki 2024-08,japanese,"gonza, doumou, harusawa, yasuhiro, itaba hiroshi, kumataro, takaku tubby | shirono mahiro, denchi, ryokurin, marumie, nakano hitomi, wasisan, melopan",agape,manga,,,"milf, sweating, big breasts, gag, piercing, full censorship, glasses, netorare, cheating, anthology, nakadashi, ahegao, anal, hairy, mind control, double penetration, tanlines, stockings, impregnation, blowjob, anal intercourse",455,2024-07-01 03:00:32,2024-07-01 10:00:32,2025-03-06 17:30:22
517288,[DODOMESU3SEI] Hokora no Kamisama ni Negai o Kanaete Morau Hanashi,[ドドメス3世] 祠の神様に願いを叶えてもらう話,Hokora no Kamisama ni Negai o Kanaete Morau Hanashi,japanese,dodomesu3sei,,doujinshi,original,,"scat, farting, urination, kimono, smell, mosaic censorship, sole female, sole male, twintails, no penetration",21,2024-07-01 03:02:38,2024-07-01 10:02:38,2025-03-06 17:30:23
517289,[pino]川神舞リョナ,,川神舞リョナ,japanese,pino,,doujinshi,original,,"females only, ryona",7,2024-07-01 03:03:24,2024-07-01 10:03:24,2025-03-06 17:30:24
517290,[Ikisugi Shokudou (Ikisugi Shokudou)] Taishoryoho (Blue Archive) [Chinese] [下江小春汉化组] [Digital],[イキスギ食堂] 対4用療法 (ブルーアーカイブ) [中国翻訳] [DL版],Taishoryoho,"translated, chinese",ikisugi shokudou,,doujinshi,blue archive,"sensei, otogi","schoolgirl uniform, impregnation, fox girl, sole female, sole male, kemonomimi, halo",29,2024-07-01 03:05:42,2024-07-01 10:05:42,2025-03-06 17:30:25
517291,[UselessBegging] GNO: Girl's Night Out - Issue 02 [public/censored][ongoing],,GNO: Girl's Night Out - Issue 02,english,uselessbegging,,doujinshi,original,,"ttf threesome, futanari, sweating, dark nipples, group, glasses, nakadashi, anal, mtf threesome, hairy, dark skin, multi-work series, rimjob, swinging, teacher, blowjob, muscle, big penis, dickgirl on male, male on dickgirl, bisexual, large tattoo, mesuiki, anal intercourse, full-packaged futanari",44,2024-07-01 03:09:29,2024-07-01 10:09:29,2025-03-06 17:30:26
517292,[Sakaetenai desu. (Sakae)] Energy Overflow (Blue Archive) [English] [MTL] [Digital],[さかえてないです。 (さかえ)] エナジーオーバーフロー (ブルーアーカイブ) [英訳] [DL版],Energy Overflow,"english, translated",sakae,sakaetenai desu.,doujinshi,blue archive,hare omagari,"nakadashi, lolicon, ponytail, rough translation, halo",21,2024-07-01 03:11:24,2024-07-01 10:11:24,2025-03-06 17:30:27
517293,[pino]マキマ,,マキマ,japanese,pino,,doujinshi,original,,"huge penis, big penis, stomach deformation, cumflation",15,2024-07-01 03:13:11,2024-07-01 10:13:11,2025-03-06 17:30:28
517294,[Unidentified Flying Baumkuchen (Nanase Kokono)] Miqo'te ga Kawai Sugiru no ga Ikenai node Keisotsu ni Hydra Ike ni Nageiretai 2 (Final Fantasy XIV) [Chinese] [作死战士少年渣个人翻译] [Digital],[未確認飛行ばーむくーへん (七瀬玖)] ミコッテが可愛すぎるのがいけないので軽率にヒドラ池に投げ入れたい 2 (ファイナルファンタジーXIV) [中国翻訳] [DL版],Miqo'te ga Kawai Sugiru no ga Ikenai node Keisotsu ni Hydra Ike ni Nageiretai 2,"translated, chinese",nanase kokono,unidentified flying baumkuchen,doujinshi,final fantasy xiv,,"catgirl, tentacles, kemonomimi",27,2024-07-01 03:15:23,2024-07-01 10:15:23,2025-03-06 17:30:28
517295,[pino]ディルドオナニーを強要される野薔薇,,ディルドオナニーを強要される野薔薇,japanese,pino,,doujinshi,original,,,12,2024-07-01 03:16:31,2024-07-01 10:16:31,2025-03-06 17:30:29
517296,COMIC GEE Vol.30,COMIC GEE Vol.30,COMIC GEE Vol.30,japanese,"tawara hiryuu, takato suzunosuke, ashita, hino, sunahama nosame, hikaru, katou an | izumi hachi, ushio kiyoshi",,manga,,,"big breasts, bbw, big ass, cheating, schoolgirl uniform, anthology, prostitution, nakadashi, ahegao, huge breasts, anal, blowjob face, hairy, dark skin, big areolae, gyaru, paizuri, blowjob, beauty mark, eye-covering bang, anal intercourse",176,2024-07-01 03:31:52,2024-07-01 10:31:52,2025-03-06 17:30:30
517297,[Misty Wind (Kirishima Fuuki)] Souchaku! Fighting Suit!! 2 (G Gundam),[Misty Wind (霧島ふうき)] 装着!ファイティングスーツ!!2 (機動武闘伝Gガンダム),Souchaku! Fighting Suit!! 2,japanese,kirishima fuuki,misty wind,doujinshi,g gundam,"rain mikamura, allenby beardsley","big breasts, nakadashi, latex, bodysuit, rape, tentacles",29,2024-07-01 03:34:30,2024-07-01 10:34:30,2025-03-06 17:30:31
517298,[Anthology] Kukkoro Heroines Vol. 38 [Digital],[アンソロジー] くっ殺ヒロインズ Vol.38 [DL版],Kukkoro Heroines Vol. 38,japanese,"jinnai, mushoku santaro, keiki, maya gorou, ippon | lolicon trap",,manga,kuroinu kedakaki seijo wa hakudaku ni somaru,,"elf, big breasts, corruption, anthology, defloration, inflation, rape, impregnation, tentacles, eggs",143,2024-07-01 03:46:04,2024-07-01 10:46:04,2025-03-06 17:30:31
517299,[Eringi no Karaage (Sutorai)] Yukigeame (Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!)  [Chinese] [沒有漢化] [Digital],[えりんぎの唐揚げ (すとらい)] 雪解雨 (私がモテないのはどう考えてもお前らが悪い!) [中国翻訳] [DL版],Yukigeame,"translated, chinese",stulli,eringi no karaage,doujinshi,its not my fault that im not popular | watashi ga motenai no wa dou kangaetemo omaera ga warui,"tomoko kuroki, asuka katou","kissing, females only, yuri, fingering",56,2024-07-01 03:50:34,2024-07-01 10:50:34,2025-03-06 17:30:32
517300,[Ozaki Akira] Caster Natsume Reiko no Yuuwaku Vol. 2 Ch.1-7 [English],[尾崎晶] キャスター夏目玲子の誘惑2 第1-7話 [英訳],Caster Natsume Reiko no Yuuwaku Vol. 2 Ch.1-7,"english, translated",ozaki akira,,manga,,,"milf, big breasts, strap-on, cunnilingus, full censorship, story arc, hairy, yuri, big areolae, lactation, fingering, smoking, bisexual",154,2024-07-01 04:03:21,2024-07-01 11:03:21,2025-03-06 17:30:33
