ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
371366,[Tsuyuhisa Fumi] UNDEAD | 活死人 Ch. 1-5 [Chinese] [冒险者公会] [Digital],[露久ふみ] UNDEAD -アンデッド- 第1-5話 [中国翻訳] [DL版],UNDEAD | 活死人 Ch. 1-5,"translated, chinese",,,manga,,,"story arc, males only, tankoubon, yaoi",177,2021-09-01 00:15:42,2021-09-01 07:15:42,2025-03-05 04:43:34
371367,(Touhou Goudou Event 2018 Haru!) [Hamurabi 14 (Haniwa Hao)] Touhou Amanojaku丨当方天邪鬼 (Touhou Project)[Chinese][四字神社汉化],(東方合同イベント2018春!) [はむらび14 (はにわはお)] 当方アマノジャク (東方Project)[中国翻訳],Touhou Amanojaku丨当方天邪鬼,"translated, chinese",haniwa hao,scramble yourouin,doujinshi,touhou project,"seija kijin, shinmyoumaru sukuna","cunnilingus, females only, unbirth, hairy, lolicon, yuri, defloration, minigirl, clit insertion",28,2021-09-01 00:22:56,2021-09-01 07:22:56,2025-03-05 04:43:34
371368,[Takorina Gahaku] Sachiko's Devotion (Niku Feti) [English] [MrBubbles] [Digital],[たこりーな画伯] 佐智子's devotion (にくふぇち) [英訳] [DL版],Sachiko's Devotion,"english, translated",takorina gahaku,,manga,,,"big breasts, swimsuit, bikini, defloration, rape, shotacon, sole female, sole male",16,2021-09-01 00:26:28,2021-09-01 07:26:28,2025-03-05 04:43:36
371369,[Asaki Blog Branch Office (Asaki Takayuki)] Onnakishi Rael to Suzuiro no Mori no Kiba 2 [Digital],[朝木blog出張所 (朝木貴行)] 女騎士ラーエルと錫色の森の牙2 [DL版],Onnakishi Rael to Suzuiro no Mori no Kiba 2,japanese,asaki takayuki,asaki blog branch office,doujinshi,original,,"big breasts, old man, glasses, multi-work series, dilf, facial hair",52,2021-09-01 00:31:20,2021-09-01 07:31:20,2025-03-05 04:43:36
371370,[sangha] I'M NOT ISOLDE[最爱福瑞汉化组],,I'M NOT ISOLDE,"translated, chinese",sang ha,,doujinshi,league of legends,gwen,,29,2021-09-01 00:34:18,2021-09-01 07:34:18,2025-03-05 04:43:37
371371,[Zenmai Kourogi] Ore no Kanojo wa Over Fifty -Jugyouchuu ni Shabutte kuru Sensei wa Suki desu ka?-,[ぜんまいこうろぎ] 俺の彼女は OverFifty -授業中にしゃぶってくる先生は好きですか?-,Ore no Kanojo wa Over Fifty,japanese,,zenmai kourogi,doujinshi,original,,"milf, big breasts, schoolboy uniform, big nipples, glasses, big ass, nakadashi, hairy, dark skin, exhibitionism, x-ray, full color, mosaic censorship, teacher, blowjob, sole female, sole male, old lady, hidden sex, pixie cut",37,2021-09-01 00:38:31,2021-09-01 07:38:31,2025-03-05 04:43:38
371372,[Ameshoo (Mikaduki Neko)] 101-ppiki Orin-chan (Touhou Project) [Chinese] [手机个人汉化] [Digital],[あめしょー (三日月ネコ)] 101匹お燐ちゃん (東方Project) [中国翻訳] [DL版],101chan,"translated, chinese",mikaduki neko,ameshoo,doujinshi,touhou project,rin kaenbyou,"futanari, group, lolicon, selfcest, catgirl, dickgirl on dickgirl, kemonomimi",30,2021-09-01 00:41:29,2021-09-01 07:41:29,2025-03-05 04:43:39
371373,COMIC LO 2021-10 [Digital],COMIC LO 2021年10月号 [DL版],COMIC LO 2021-10,japanese,"onizuka naoshi, ponsuke, ueda yuu, chiguchi miri, usakun, maeshima ryou, makio, sakura siro, nekodanshaku, yamada konayuki, nogiwa kaede, kinomoto anzu, toriburi, airandou, mko, osanpo suisou, kyaradain",,manga,,,"bbw, group, glasses, anthology, lolicon, incest, tanlines, stockings, swinging, mosaic censorship, sister, dilf, daughter, school swimsuit, yandere, randoseru, bbm, shotacon, twintails",420,2021-09-01 02:12:26,2021-09-01 09:12:26,2025-03-05 04:43:40
371374,[Maeshima Ryou] Kimi wa Oji-san to Sex suru Tame ni Umarete kitan da yo [Digital],[前島龍] 君はおじさんとセックスするために生まれてきたんだよ [DL版],Kimi wa Oji-san to Sex suru Tame ni Umarete kitan da yo,japanese,maeshima ryou,,manga,,,"mmf threesome, group, schoolgirl uniform, prostitution, lolicon, x-ray, defloration, tanlines, tankoubon, stockings, filming, mind break, rape, dilf, twintails, hidden sex",215,2021-09-01 02:59:43,2021-09-01 09:59:43,2025-03-05 04:43:41
371375,[Combat Ecchu] Hime to Dragon Ch.1-8 [English] [biribiri],[戦闘的越中] 姫とドラゴン 第1-8話 [英訳],Hime to Dragon Ch.1-8,"english, translated",combat ecchu,,manga,,,"squirting, birth, futanari, sweating, wings, virginity, transformation, big breasts, pregnant, witch, monster girl, group, glasses, goblin, story arc, masturbation, cervix penetration, metal armor, nakadashi, ahegao, anal, absorption, mtf threesome, demon girl, hairy, spider girl, thigh high boots, monster, yuri, x-ray, defloration, inflation, double penetration, lactation, stockings, waitress, mind break, rape, crown, blowjob, big penis, bbm, age regression, stomach deformation, triple vaginal, male on dickgirl, horns, tail, cumflation",154,2021-09-01 03:14:33,2021-09-01 10:14:33,2025-03-05 04:43:42
