ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
303471,(C97) [Shirojia (Shirono Jia)] Houkago Oisogibin. (Yahari Ore no Seishun Love Come wa Machigatteiru.) [English] [39Scans!],(C97) [シロジア (白野ジア)] 放課後お急ぎ便。 (やはり俺の青春ラブコメはまちがっている。) [英訳],Houkago Oisogibin.,"english, translated",shirono jia,shirojia,doujinshi,yahari ore no seishun love come wa machigatteiru,"hachiman hikigaya, iroha isshiki","schoolgirl uniform, nakadashi, blowjob, sole female, sole male",8,2020-03-01 03:01:39,2020-03-01 10:01:39,2025-03-04 09:19:46
303472,[Zero no Mono] Girigiri (Comic Shigekiteki SQUIRT!! Vol. 03) [Chinese] [Digital],[ゼロの者] ギリギリ (コミック刺激的SQUIRT!! Vol.03) [中国翻訳] [DL版],Girigiri,"translated, chinese",zero no mono,,manga,,,"sweating, big breasts, old man, unusual pupils, mmf threesome, group, netorare, anal, niece, incest, double penetration, drunk, mosaic censorship, dilf, blackmail, daughter, granddaughter, sole female, hidden sex, facial hair",20,2020-03-01 03:03:21,2020-03-01 10:03:21,2025-03-04 09:19:47
303473,[Anthology] Owngame [Osomatsu-san],,Owngame,japanese,"okome, nemui, tanaka, ebishi",,doujinshi,osomatsu-san,karamatsu matsuno,"glasses, anthology, anal, bondage, sleeping, kimono, males only, yaoi, rimjob, goudoushi",73,2020-03-01 03:10:39,2020-03-01 10:10:39,2025-03-04 09:19:47
303474,(C96) [REI's ROOM (REI)] Pandemic Love (Zombie Land Saga) [English] [DKKMD Translations],(C96) [REI's ROOM (REI)] パンデミック愛 (ゾンビランドサガ) [英訳],Pandemic Love,"english, translated",rei,reis room,doujinshi,zombie land saga,"ai mizuno, koutarou tatsumi","big breasts, glasses, masturbation, nakadashi, blowjob, sunglasses, sole female, sole male",23,2020-03-01 03:12:50,2020-03-01 10:12:50,2025-03-04 09:19:48
303475,[Enzou] Mother's Spirit 2 [English],[エンゾウ] マザーズ スピリット2 [英訳],Mother's Spirit 2,"english, translated",enzou,,manga,,,"anal, dark skin, multi-work series, males only, tankoubon, yaoi, muscle",209,2020-03-01 03:29:29,2020-03-01 10:29:29,2025-03-04 09:19:49
303476,(C91) [Gasayabu (Fuyube Rion)] Idol Bikini Sand (THE IDOLM@STER) [English] [Trinity Translations Team],(C91) [がさやぶ (冬部李穏)] アイドルビキニサンド (アイドルマスター) [英訳],Idol Bikini Sand,"english, translated",fuyube rion,gasayabu,doujinshi,the idolmaster,"takane shijou, ritsuko akizuki","big breasts, swimsuit, group, glasses, nakadashi, ffm threesome, bikini, multiple paizuri, paizuri",23,2020-03-01 03:31:39,2020-03-01 10:31:39,2025-03-04 09:19:50
303477,(SC2017 Summer) [Gasayabu (Fuyube Rion)] Aripai (Seitokai Yakuindomo) [English] [Trinity Translations Team],(サンクリ2017 Summer) [がさやぶ (冬部李穏)] ありぱい (生徒会役員共) [英訳],Aripai,"english, translated",fuyube rion,gasayabu,doujinshi,seitokai yakuindomo,"shino amakusa, aria shichijou","big breasts, nakadashi, paizuri, blowjob",21,2020-03-01 03:33:53,2020-03-01 10:33:53,2025-03-04 09:19:51
303478,[Hontoku] Mesuiki Otokonoko Ch. 3 [Chinese] [瑞树汉化组],[ホン・トク] メスイキ♂男の娘 第3話 [中国翻訳],Mesuiki Otokonoko Ch. 3,"translated, chinese",hontoku,,manga,,,"anal, crossdressing, males only, yaoi, tomgirl",33,2020-03-01 03:36:37,2020-03-01 10:36:37,2025-03-04 09:19:51
303479,[Enzou] Fukouchuu no Shiawase [English] [Fujoshi Bitches],[エンゾウ] 不幸中のしあわせ [英訳],Fukouchuu no Shiawase,"english, translated",enzou,,manga,,,"anal, males only, tankoubon, yaoi",222,2020-03-01 03:56:02,2020-03-01 10:56:02,2025-03-04 09:19:52
303480,"[Jinsei Mainichi ga Sacrificeke] ""Heya"" (Fate/Grand Order)",[人生毎日がサクリファイ助]  『部屋』 (Fate/Grand Order),"""Heya""",japanese,,,doujinshi,fate grand order,"tomoe gozen, boudica","big breasts, swimsuit, dark skin, bikini, full color, muscle, ponytail",4,2020-03-01 03:56:40,2020-03-01 10:56:40,2025-03-04 09:19:53
