ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
283333,(C96) [Nisemonogoya (DaMii)] Valentine wa Choco no Kawari ni Uchi o Meshiagare (Granblue Fantasy),(C96) [ニセもの小屋 (駄みぃ)] バレンタインはチョコのかわりにウチをめしあがれ (グランブルーファンタジー),Valentine wa Choco no Kawari ni Uchi o Meshiagare,japanese,damii,nisemonogoya,doujinshi,granblue fantasy,clarisse,"footjob, sole female, sole male",26,2019-09-01 02:01:46,2019-09-01 09:01:46,2025-03-04 05:11:38
283334,[Himawari Warrior Lost] Arniro111,,Arniro111,english,co ma,,doujinshi,vividred operation,himawari shinomiya,"swimsuit, vore, snake, bikini, full color, sole female",5,2019-09-01 02:02:04,2019-09-01 09:02:04,2025-03-04 05:11:39
283335,[Tendou (Tenken)] Anira Sakari (Granblue Fantasy) [English] [CGrascal] [Digital],[てん堂 (てんけん)] アニラ盛り (グランブルーファンタジー) [英訳] [DL版],Anira Sakari,"english, translated",tenken,tendou,doujinshi,granblue fantasy,"anira, gran","big breasts, nakadashi, ahegao, sheep girl, x-ray, drugs, stockings, blowjob, big penis, sole female, sole male, horns, thick eyebrows",24,2019-09-01 02:03:02,2019-09-01 09:03:02,2025-03-04 05:11:40
283336,[Stapspats (Hisui)] Pokemon Trainer Mei Kyousei Saiin Massage ~Seikan Kaihatsu Dosukebe Massage Acme~ | Pokemon Trainer Mei (Rosa)'s Forced Hypnosis Massage ~Lewd climax from a rampantly sexual massage~ (Pokémon) [English] [denialinred] [Digital],[Stapspats (翡翠石)] ポケ●ントレーナー・メイ 強制催淫マッサージ ～性感開発ドスケベマッサージアクメ～ (ポケットモンスター) [英訳] [DL版],Pokemon Trainer Mei Kyousei Saiin Massage| Pokemon Trainer Mei's Forced Hypnosis Massage,"english, translated",hisui,stapspats,doujinshi,pokemon,rosa,"big breasts, unusual pupils, nakadashi, ahegao, mind control, pantyhose, impregnation, sole female, sole male",22,2019-09-01 02:03:59,2019-09-01 09:03:59,2025-03-04 05:11:41
283337,(C96) [Lunatic*Maiden (Poruno Ibuki)] Off-Pako Onee-san wa Gaman ga Dekinai,(C96) [Lunatic*Maiden (ぽるのいぶき)] オフパコお姉さんは我慢ができない,Offsan wa Gaman ga Dekinai,japanese,poruno ibuki,lunatic maiden,doujinshi,original,,"big breasts, unusual pupils, big ass, prostate massage, nakadashi, femdom, bikini, stockings, smegma, blowjob, shotacon, sole female, sole male, twintails, gloves",26,2019-09-01 02:05:13,2019-09-01 09:05:13,2025-03-04 05:11:42
283338,[Yagami Dai] Rance 10 -Kessen- Ch 03-09,[やがみだい] ランス１０ー決戦ー ch 03-09,Rance 10Ch 03-09,japanese,yagami dai,,manga,rance,rance,"group, full censorship, thigh high boots, lingerie, gloves",147,2019-09-01 02:12:42,2019-09-01 09:12:42,2025-03-04 05:11:43
283339,(C96) [Chocolate Synapse (Shika Yuno)] HONEY x NIGHT x GIRL (Hinabita),(C96) [Chocolate Synapse (椎架ゆの)] HONEY×NIGHT×GIRL (ひなビタ♪),HONEY x NIGHT x GIRL,japanese,shika yuno,chocolate synapse,doujinshi,hinabita,ibuki izumi,"schoolgirl uniform, condom, sole female, sole male",18,2019-09-01 02:14:12,2019-09-01 09:14:12,2025-03-04 05:11:44
283340,[NTRMAN] ICECREAM #1 [English],[NTRMAN] ICECREAM #1 [英訳],ICECREAM #1,english,ntrman,,doujinshi,original,,"netorare, dark skin, sole female",13,2019-09-01 02:14:48,2019-09-01 09:14:48,2025-03-04 05:11:44
283341,[NTRMAN] AIKO #1 [English],[NTRMAN] AIKO #1 [英訳],AIKO #1,english,ntrman,,doujinshi,original,,"milf, big breasts, netorare, condom, nakadashi, sole female",14,2019-09-01 02:15:29,2019-09-01 09:15:29,2025-03-04 05:11:45
283342,[Soranosuzume] Himitsu no Onnanoko Gokko (Gekkan Web Otoko no Ko-llection! S Vol. 38) [Chinese] [EZR個人漢化] [Digital],[天ノ雀] 秘密の女の子ごっこ (月刊Web男の娘・れくしょんッ！S Vol.38) [中国翻訳] [DL版],Himitsu no Onnanoko Gokko,"translated, chinese",soranosuzume,,manga,,,"schoolgirl uniform, anal, crossdressing, males only, yaoi, lingerie, tomgirl, blowjob, josou seme, twintails",16,2019-09-01 02:16:20,2019-09-01 09:16:20,2025-03-04 05:11:46
